"","ScientificName","Longitude.X","Latitude.Y"
"16915","Hyalomma truncatum",-10.9109,13.8475
"16916","Hyalomma truncatum",-10.7924,13.8125
"16917","Hyalomma truncatum",-10.7509,13.9119
"16918","Hyalomma truncatum",-9.554,13.8969
"16919","Hyalomma truncatum",-8.4538,14.3196
"16920","Hyalomma truncatum",-8.4973,14.0348
"16921","Hyalomma truncatum",-7.5295,13.8166
"16922","Hyalomma truncatum",-7.3953,13.5589
"16923","Hyalomma truncatum",-7.5886,15.0725
"16924","Hyalomma truncatum",-7.0869,15.1909
"16925","Hyalomma truncatum",-6.0263,14.8945
"16926","Hyalomma truncatum",-5.9296,14.8182
"16927","Hyalomma truncatum",-5.4496,15.3203
"16928","Hyalomma truncatum",-9.3348,13.3157
"16929","Hyalomma truncatum",-9.2756,13.2224
"16930","Hyalomma truncatum",-9.3862,13.1826
"16931","Hyalomma truncatum",-9.5126,13.0434
"16932","Hyalomma truncatum",-9.327,12.638
"16933","Hyalomma truncatum",-8.9537,12.9113
"16934","Hyalomma truncatum",-8.7305,13.0995
"16935","Hyalomma truncatum",-8.8707,13.4171
"16936","Hyalomma truncatum",-8.5408,13.5572
"16937","Hyalomma truncatum",-8.3848,13.4007
"16938","Hyalomma truncatum",-7.7094,12.8254
"16939","Hyalomma truncatum",-7.9958,12.5675
"16940","Hyalomma truncatum",-8.1124,12.3835
"16941","Hyalomma truncatum",-7.9464,12.3955
"16942","Hyalomma truncatum",-7.7785,12.5274
"16943","Hyalomma truncatum",-7.5889,12.4422
"16944","Hyalomma truncatum",-7.7015,12.3162
"16945","Hyalomma truncatum",-7.7136,10.5769
"16946","Hyalomma truncatum",-7.5418,10.6302
"16947","Hyalomma truncatum",-6.7002,11.8304
"16948","Hyalomma truncatum",-6.5581,11.041
"16949","Hyalomma truncatum",-6.7931,11.0343
"16950","Hyalomma truncatum",-6.9769,10.7189
"16951","Hyalomma truncatum",-6.8426,10.7589
"16952","Hyalomma truncatum",-6.9828,10.4306
"16953","Hyalomma truncatum",-6.0267,11.6613
"16954","Hyalomma truncatum",-6.0425,11.562
"16955","Hyalomma truncatum",-5.9102,11.6432
"16956","Hyalomma truncatum",-5.9063,11.5346
"16957","Hyalomma truncatum",-5.6752,11.2904
"16958","Hyalomma truncatum",-5.4777,11.1753
"16959","Hyalomma truncatum",-6.3781,13.3727
"16960","Hyalomma truncatum",-6.2003,13.4671
"16961","Hyalomma truncatum",-6.0147,13.3819
"16962","Hyalomma truncatum",-6.1944,13.2762
"16963","Hyalomma truncatum",-6.1905,13.3848
"16964","Hyalomma truncatum",-6.0284,14.2449
"16965","Hyalomma truncatum",-5.8605,14.2251
"16966","Hyalomma truncatum",-5.7894,14.3359
"16967","Hyalomma truncatum",-5.4339,13.9893
"16968","Hyalomma truncatum",-5.0013,14.2216
"16969","Hyalomma truncatum",-4.9856,14.1412
"16970","Hyalomma truncatum",-4.8433,14.4938
"16971","Hyalomma truncatum",-4.4937,14.941
"16972","Hyalomma truncatum",-4.154,14.5476
"16973","Hyalomma truncatum",-4.5116,13.9656
"16974","Hyalomma truncatum",-4.4938,13.8608
"16975","Hyalomma truncatum",-3.5734,13.8801
"16976","Hyalomma truncatum",-3.048,13.935
"16977","Hyalomma truncatum",-2.9907,14.0514
"16978","Hyalomma truncatum",-2.6055,14.4931
"16979","Hyalomma truncatum",-2.7812,14.979
"16980","Hyalomma truncatum",-2.1591,15.0924
"16981","Hyalomma truncatum",-11.3794,13.2886
"16982","Hyalomma truncatum",-9.8174,12.8081
"16983","Hyalomma truncatum",-9.5879,12.8277
"16984","Hyalomma truncatum",-9.9438,12.5552
"16985","Hyalomma truncatum",-9.6332,12.5123
"16986","Hyalomma truncatum",-9.7767,12.4142
"16987","Hyalomma truncatum",-9.1705,12.4025
"16988","Hyalomma truncatum",-7.5768,12.5191
"16989","Hyalomma truncatum",-6.2866,13.1906
"16990","Hyalomma truncatum",-7.7295,10.553
"16991","Hyalomma truncatum",-7.5908,10.5785
"16992","Hyalomma truncatum",-7.4713,10.5753
"16993","Hyalomma truncatum",-4.9,13.3
"16994","Hyalomma truncatum",-6.266666667,13.45
"16995","Hyalomma truncatum",-6.233333333,13.61666667
"16996","Hyalomma truncatum",-7.933333333,12.65
"16997","Hyalomma truncatum",-9.616666667,16.66666667
"16998","Hyalomma truncatum",-14.26666667,16.58333333
"16999","Hyalomma truncatum",-9.683333333,15.75
"17000","Hyalomma truncatum",-14.03333333,16.7
"17001","Hyalomma truncatum",-10.11666667,15.53333333
"17002","Hyalomma truncatum",31.33333333,-22.43333333
"17003","Hyalomma truncatum",33.16666667,-25.16666667
"17004","Hyalomma truncatum",31.68333333,-22.58333333
"17005","Hyalomma truncatum",33.96666667,-21.28333333
"17006","Hyalomma truncatum",33.5,-19
"17007","Hyalomma truncatum",33.45,-23.35
"17008","Hyalomma truncatum",34,-22
"17009","Hyalomma truncatum",34.95,-23.83333333
"17010","Hyalomma truncatum",36.66666667,-16.68333333
"17011","Hyalomma truncatum",35,-20.96666667
"17012","Hyalomma truncatum",32.5,-24.75
"17013","Hyalomma truncatum",37.25,-14.75
"17014","Hyalomma truncatum",32.75,-25.25
"17015","Hyalomma truncatum",32.95,-21.53333333
"17016","Hyalomma truncatum",40.66666667,-15
"17017","Hyalomma truncatum",35.75,-17
"17018","Hyalomma truncatum",33,-21
"17019","Hyalomma truncatum",37,-14.88333333
"17020","Hyalomma truncatum",33.86666667,-21.43333333
"17021","Hyalomma truncatum",23,-18
"17022","Hyalomma truncatum",16,-19
"17023","Hyalomma truncatum",16.15,-20.11666667
"17024","Hyalomma truncatum",0.916666667,14.73333333
"17025","Hyalomma truncatum",3.316666667,14.35
"17026","Hyalomma truncatum",1.783333333,13.66666667
"17027","Hyalomma truncatum",7.983333333,13.75
"17028","Hyalomma truncatum",1.45,14.21666667
"17029","Hyalomma truncatum",8.983333333,13.8
"17030","Hyalomma truncatum",7.183333333,9.166666667
"17031","Hyalomma truncatum",8.4,10.96666667
"17032","Hyalomma truncatum",12.93333333,11.85
"17033","Hyalomma truncatum",2.883333333,6.416666667
"17034","Hyalomma truncatum",13.68333333,11.51666667
"17035","Hyalomma truncatum",9.833333333,10.31666667
"17036","Hyalomma truncatum",7.216666667,10.58333333
"17037","Hyalomma truncatum",12.2,10.61666667
"17038","Hyalomma truncatum",9,9.3
"17039","Hyalomma truncatum",5.466666667,12.13333333
"17040","Hyalomma truncatum",4.016666667,12.08333333
"17041","Hyalomma truncatum",10.41666667,11
"17042","Hyalomma truncatum",7.15,11.63333333
"17043","Hyalomma truncatum",7.316666667,11.53333333
"17044","Hyalomma truncatum",6.483333333,12.28333333
"17045","Hyalomma truncatum",7.55,10.06666667
"17046","Hyalomma truncatum",11.16666667,10.28333333
"17047","Hyalomma truncatum",12.8,11.01666667
"17048","Hyalomma truncatum",6.666666667,12.16666667
"17049","Hyalomma truncatum",10.65,10.88333333
"17050","Hyalomma truncatum",4.55,8.5
"17051","Hyalomma truncatum",8.9,9.916666667
"17052","Hyalomma truncatum",7.733333333,12.51666667
"17053","Hyalomma truncatum",8.516666667,12
"17054","Hyalomma truncatum",8.35,11.03333333
"17055","Hyalomma truncatum",10.35,12.28333333
"17056","Hyalomma truncatum",9.65,12.28333333
"17057","Hyalomma truncatum",9.65,12.28333333
"17058","Hyalomma truncatum",9.15,12.83333333
"17059","Hyalomma truncatum",11.55,11.95
"17060","Hyalomma truncatum",6.466666667,13
"17061","Hyalomma truncatum",12.46666667,9.333333333
"17062","Hyalomma truncatum",13.41666667,11.65
"17063","Hyalomma truncatum",8.75,9.4
"17064","Hyalomma truncatum",4.566666667,8.383333333
"17065","Hyalomma truncatum",8.233333333,13.18333333
"17066","Hyalomma truncatum",13.15,11.85
"17067","Hyalomma truncatum",8.983333333,9.716666667
"17068","Hyalomma truncatum",12.05,9.05
"17069","Hyalomma truncatum",6.55,9.616666667
"17070","Hyalomma truncatum",13.26666667,10.26666667
"17071","Hyalomma truncatum",5.85,9.8
"17072","Hyalomma truncatum",12.03333333,9.466666667
"17073","Hyalomma truncatum",3.516666667,8.033333333
"17074","Hyalomma truncatum",11.06666667,11.71666667
"17075","Hyalomma truncatum",12,9.9
"17076","Hyalomma truncatum",9.533333333,8.883333333
"17077","Hyalomma truncatum",5.25,13.06666667
"17078","Hyalomma truncatum",2.933333333,6.416666667
"17079","Hyalomma truncatum",9.066666667,10.05
"17080","Hyalomma truncatum",12.05,8.116666667
"17081","Hyalomma truncatum",8.783333333,9.733333333
"17082","Hyalomma truncatum",8.85,11.81666667
"17083","Hyalomma truncatum",5.433333333,13.3
"17084","Hyalomma truncatum",5.85,9.8
"17085","Hyalomma truncatum",9.783333333,9.966666667
"17086","Hyalomma truncatum",27.81666667,-26.21666667
"17087","Hyalomma truncatum",31.86666667,-28.13333333
"17088","Hyalomma truncatum",31.91666667,-25.11666667
"17089","Hyalomma truncatum",31.78333333,-24.4
"17090","Hyalomma truncatum",24.68333333,-32.25
"17091","Hyalomma truncatum",27.81666667,-26.18333333
"17092","Hyalomma truncatum",32.25,-26.91666667
"17093","Hyalomma truncatum",17.3804,-29.7769
"17094","Hyalomma truncatum",17.5732,-30.0191
"17095","Hyalomma truncatum",17.3143,-30.4078
"17096","Hyalomma truncatum",17.5872,-30.5512
"17097","Hyalomma truncatum",17.9094,-30.411
"17098","Hyalomma truncatum",18.2167,-30.3939
"17099","Hyalomma truncatum",17.9655,-30.182
"17100","Hyalomma truncatum",18.1476,-30.1253
"17101","Hyalomma truncatum",18.4294,-29.3188
"17102","Hyalomma truncatum",18.5915,-30.6338
"17103","Hyalomma truncatum",18.3496,-31.1892
"17104","Hyalomma truncatum",18.3906,-31.7465
"17105","Hyalomma truncatum",18.6019,-31.7568
"17106","Hyalomma truncatum",19.1642,-31.4369
"17107","Hyalomma truncatum",19.1252,-31.297
"17108","Hyalomma truncatum",19.3113,-31.279
"17109","Hyalomma truncatum",19.5402,-30.9643
"17110","Hyalomma truncatum",18.9849,-29.0747
"17111","Hyalomma truncatum",19.9441,-28.8009
"17112","Hyalomma truncatum",20.0971,-26.9101
"17113","Hyalomma truncatum",20.6159,-26.8874
"17114","Hyalomma truncatum",21.0101,-27.0683
"17115","Hyalomma truncatum",20.0762,-27.5709
"17116","Hyalomma truncatum",20.5726,-27.8719
"17117","Hyalomma truncatum",20.4552,-28.0414
"17118","Hyalomma truncatum",20.4004,-28.5802
"17119","Hyalomma truncatum",20.752,-28.4439
"17120","Hyalomma truncatum",20.861,-28.5557
"17121","Hyalomma truncatum",21.197,-28.3218
"17122","Hyalomma truncatum",21.4573,-28.1722
"17123","Hyalomma truncatum",21.8184,-28.2512
"17124","Hyalomma truncatum",21.7047,-28.4471
"17125","Hyalomma truncatum",20.5594,-29.2222
"17126","Hyalomma truncatum",20.8912,-29.1409
"17127","Hyalomma truncatum",20.9832,-29.2736
"17128","Hyalomma truncatum",20.2344,-30.0225
"17129","Hyalomma truncatum",20.6847,-29.9758
"17130","Hyalomma truncatum",20.1042,-30.1764
"17131","Hyalomma truncatum",20.2801,-30.6597
"17132","Hyalomma truncatum",20.8737,-30.4429
"17133","Hyalomma truncatum",20.6923,-31.1648
"17134","Hyalomma truncatum",19.9481,-31.465
"17135","Hyalomma truncatum",22.0292,-28.8609
"17136","Hyalomma truncatum",21.9729,-28.9038
"17137","Hyalomma truncatum",21.9329,-28.9832
"17138","Hyalomma truncatum",21.8762,-29.0654
"17139","Hyalomma truncatum",21.7538,-29.059
"17140","Hyalomma truncatum",21.6303,-29.2407
"17141","Hyalomma truncatum",21.9471,-29.276
"17142","Hyalomma truncatum",21.884,-29.4204
"17143","Hyalomma truncatum",22.1659,-29.3648
"17144","Hyalomma truncatum",22.03,-29.4971
"17145","Hyalomma truncatum",21.839,-30.1571
"17146","Hyalomma truncatum",22.6955,-28.4885
"17147","Hyalomma truncatum",23.6105,-28.5118
"17148","Hyalomma truncatum",23.1292,-28.2192
"17149","Hyalomma truncatum",24.0625,-28.0897
"17150","Hyalomma truncatum",23.828,-27.96
"17151","Hyalomma truncatum",23.1706,-27.481
"17152","Hyalomma truncatum",23.8012,-27.2067
"17153","Hyalomma truncatum",23.8407,-26.8458
"17154","Hyalomma truncatum",23.0132,-26.2447
"17155","Hyalomma truncatum",23.1855,-25.9421
"17156","Hyalomma truncatum",23.5187,-25.427
"17157","Hyalomma truncatum",19.7558,-31.6725
"17158","Hyalomma truncatum",19.9035,-31.7628
"17159","Hyalomma truncatum",20.1098,-31.9841
"17160","Hyalomma truncatum",19.5348,-31.9766
"17161","Hyalomma truncatum",19.3239,-32.0733
"17162","Hyalomma truncatum",19.5896,-32.3182
"17163","Hyalomma truncatum",20.3184,-32.1604
"17164","Hyalomma truncatum",19.965,-32.4238
"17165","Hyalomma truncatum",20.3843,-32.3075
"17166","Hyalomma truncatum",20.5254,-32.0089
"17167","Hyalomma truncatum",20.7203,-32.3708
"17168","Hyalomma truncatum",20.7945,-32.2037
"17169","Hyalomma truncatum",20.7037,-32.5538
"17170","Hyalomma truncatum",21.4197,-31.8631
"17171","Hyalomma truncatum",18.8762,-32.0077
"17172","Hyalomma truncatum",18.9371,-32.1331
"17173","Hyalomma truncatum",18.4221,-32.1726
"17174","Hyalomma truncatum",18.5501,-32.341
"17175","Hyalomma truncatum",18.7192,-32.4426
"17176","Hyalomma truncatum",18.8419,-32.5213
"17177","Hyalomma truncatum",18.5336,-32.599
"17178","Hyalomma truncatum",18.9424,-32.7839
"17179","Hyalomma truncatum",19.1892,-32.7364
"17180","Hyalomma truncatum",19.389,-32.4309
"17181","Hyalomma truncatum",19.3852,-33.1862
"17182","Hyalomma truncatum",19.3961,-33.276
"17183","Hyalomma truncatum",19.4678,-33.3692
"17184","Hyalomma truncatum",19.7492,-33.3353
"17185","Hyalomma truncatum",19.9842,-33.0919
"17186","Hyalomma truncatum",18.2633,-33.2741
"17187","Hyalomma truncatum",18.7428,-33.3497
"17188","Hyalomma truncatum",18.5953,-33.6397
"17189","Hyalomma truncatum",18.5471,-33.7711
"17190","Hyalomma truncatum",18.6679,-33.7686
"17191","Hyalomma truncatum",18.5968,-33.905
"17192","Hyalomma truncatum",18.6446,-34.0285
"17193","Hyalomma truncatum",18.7968,-34.1432
"17194","Hyalomma truncatum",18.9204,-33.9946
"17195","Hyalomma truncatum",19.094,-33.9296
"17196","Hyalomma truncatum",19.0072,-34.1375
"17197","Hyalomma truncatum",19.1423,-34.2139
"17198","Hyalomma truncatum",19.2481,-34.0702
"17199","Hyalomma truncatum",19.0958,-33.605
"17200","Hyalomma truncatum",19.4167,-33.735
"17201","Hyalomma truncatum",19.6462,-33.7201
"17202","Hyalomma truncatum",19.5489,-33.8992
"17203","Hyalomma truncatum",19.8807,-33.7925
"17204","Hyalomma truncatum",19.778,-33.9102
"17205","Hyalomma truncatum",19.4298,-34.2058
"17206","Hyalomma truncatum",19.9198,-34.1508
"17207","Hyalomma truncatum",20.0435,-34.0399
"17208","Hyalomma truncatum",20.1706,-34.1302
"17209","Hyalomma truncatum",20.2382,-34.2544
"17210","Hyalomma truncatum",20.2907,-34.5719
"17211","Hyalomma truncatum",19.7151,-34.7078
"17212","Hyalomma truncatum",20.0745,-33.7722
"17213","Hyalomma truncatum",20.3448,-33.7523
"17214","Hyalomma truncatum",20.4823,-33.6157
"17215","Hyalomma truncatum",20.4502,-34.0935
"17216","Hyalomma truncatum",20.4668,-34.3312
"17217","Hyalomma truncatum",20.7786,-34.3034
"17218","Hyalomma truncatum",20.7422,-34.4274
"17219","Hyalomma truncatum",20.926,-34.3658
"17220","Hyalomma truncatum",20.882,-34.1946
"17221","Hyalomma truncatum",21.0044,-34.1613
"17222","Hyalomma truncatum",21.2801,-34.2287
"17223","Hyalomma truncatum",21.3641,-34.2501
"17224","Hyalomma truncatum",21.4283,-34.3709
"17225","Hyalomma truncatum",21.5503,-34.1452
"17226","Hyalomma truncatum",21.7906,-34.2715
"17227","Hyalomma truncatum",22.151,-34.0898
"17228","Hyalomma truncatum",22.7173,-33.8186
"17229","Hyalomma truncatum",23.1454,-33.6808
"17230","Hyalomma truncatum",23.313,-33.5783
"17231","Hyalomma truncatum",23.5174,-33.5963
"17232","Hyalomma truncatum",23.9348,-33.765
"17233","Hyalomma truncatum",24.3308,-33.8794
"17234","Hyalomma truncatum",24.2522,-33.2733
"17235","Hyalomma truncatum",23.7586,-33.3094
"17236","Hyalomma truncatum",23.6198,-33.3336
"17237","Hyalomma truncatum",23.4905,-33.2505
"17238","Hyalomma truncatum",23.4861,-32.9174
"17239","Hyalomma truncatum",23.3493,-33.3577
"17240","Hyalomma truncatum",23.2493,-33.2458
"17241","Hyalomma truncatum",23.1331,-33.3822
"17242","Hyalomma truncatum",22.5609,-33.5428
"17243","Hyalomma truncatum",22.9356,-32.2177
"17244","Hyalomma truncatum",22.9451,-32.3462
"17245","Hyalomma truncatum",22.9041,-32.5849
"17246","Hyalomma truncatum",22.1919,-33.5861
"17247","Hyalomma truncatum",22.0347,-33.5085
"17248","Hyalomma truncatum",22.2182,-33.4506
"17249","Hyalomma truncatum",22.3068,-33.3492
"17250","Hyalomma truncatum",22.3622,-33.2207
"17251","Hyalomma truncatum",22.0321,-33.2686
"17252","Hyalomma truncatum",22.3092,-32.9631
"17253","Hyalomma truncatum",22.1058,-32.6951
"17254","Hyalomma truncatum",21.5846,-32.6888
"17255","Hyalomma truncatum",21.6582,-32.3422
"17256","Hyalomma truncatum",20.9376,-33.8429
"17257","Hyalomma truncatum",21.0192,-33.7448
"17258","Hyalomma truncatum",21.2195,-33.5507
"17259","Hyalomma truncatum",22.4471,-32.0014
"17260","Hyalomma truncatum",22.3547,-31.6547
"17261","Hyalomma truncatum",21.5128,-32.3608
"17262","Hyalomma truncatum",23.4548,-31.6935
"17263","Hyalomma truncatum",22.9689,-30.9918
"17264","Hyalomma truncatum",22.9617,-30.8139
"17265","Hyalomma truncatum",22.6915,-30.6392
"17266","Hyalomma truncatum",21.8951,-30.5579
"17267","Hyalomma truncatum",22.1279,-30.5604
"17268","Hyalomma truncatum",22.1213,-30.7576
"17269","Hyalomma truncatum",21.8184,-30.8529
"17270","Hyalomma truncatum",21.9489,-30.9334
"17271","Hyalomma truncatum",21.571,-31.108
"17272","Hyalomma truncatum",23.0003,-30.5079
"17273","Hyalomma truncatum",23.108,-30.4231
"17274","Hyalomma truncatum",23.1605,-30.5253
"17275","Hyalomma truncatum",23.0851,-30.6335
"17276","Hyalomma truncatum",23.3945,-30.5562
"17277","Hyalomma truncatum",23.6153,-30.4142
"17278","Hyalomma truncatum",23.7221,-30.4477
"17279","Hyalomma truncatum",23.879,-30.3917
"17280","Hyalomma truncatum",22.9535,-29.4776
"17281","Hyalomma truncatum",22.9283,-29.6315
"17282","Hyalomma truncatum",23.1569,-29.4706
"17283","Hyalomma truncatum",23.3535,-29.4056
"17284","Hyalomma truncatum",23.9562,-29.4598
"17285","Hyalomma truncatum",23.8253,-29.4693
"17286","Hyalomma truncatum",23.7136,-29.5036
"17287","Hyalomma truncatum",23.61,-29.5322
"17288","Hyalomma truncatum",24.1916,-29.6341
"17289","Hyalomma truncatum",23.7754,-29.8456
"17290","Hyalomma truncatum",23.7502,-29.9742
"17291","Hyalomma truncatum",23.6018,-29.887
"17292","Hyalomma truncatum",23.4585,-29.9594
"17293","Hyalomma truncatum",23.4535,-29.8062
"17294","Hyalomma truncatum",24.3281,-29.9097
"17295","Hyalomma truncatum",24.513,-29.8165
"17296","Hyalomma truncatum",24.6097,-29.9003
"17297","Hyalomma truncatum",24.68,-30.0714
"17298","Hyalomma truncatum",23.9758,-30.4902
"17299","Hyalomma truncatum",23.9704,-30.5843
"17300","Hyalomma truncatum",24.1556,-30.4453
"17301","Hyalomma truncatum",24.228,-30.7217
"17302","Hyalomma truncatum",24.3603,-30.3145
"17303","Hyalomma truncatum",24.6095,-30.261
"17304","Hyalomma truncatum",24.5837,-30.3973
"17305","Hyalomma truncatum",24.7522,-30.2625
"17306","Hyalomma truncatum",24.8822,-30.2924
"17307","Hyalomma truncatum",24.7406,-30.5039
"17308","Hyalomma truncatum",24.9733,-30.4352
"17309","Hyalomma truncatum",24.6528,-30.81
"17310","Hyalomma truncatum",23.8439,-31.0652
"17311","Hyalomma truncatum",25.1653,-30.2312
"17312","Hyalomma truncatum",25.2617,-30.5433
"17313","Hyalomma truncatum",25.0623,-30.5489
"17314","Hyalomma truncatum",25.4017,-30.5877
"17315","Hyalomma truncatum",25.2736,-30.7612
"17316","Hyalomma truncatum",25.7467,-30.6002
"17317","Hyalomma truncatum",25.6297,-30.7058
"17318","Hyalomma truncatum",25.8434,-30.6621
"17319","Hyalomma truncatum",25.8265,-30.8394
"17320","Hyalomma truncatum",25.3785,-30.9055
"17321","Hyalomma truncatum",25.1523,-31.0989
"17322","Hyalomma truncatum",24.9715,-31.3817
"17323","Hyalomma truncatum",25.259,-31.323
"17324","Hyalomma truncatum",25.477,-31.2037
"17325","Hyalomma truncatum",25.3915,-31.4029
"17326","Hyalomma truncatum",25.2239,-31.4597
"17327","Hyalomma truncatum",23.9976,-32.331
"17328","Hyalomma truncatum",24.1941,-32.2976
"17329","Hyalomma truncatum",24.5045,-32.3339
"17330","Hyalomma truncatum",24.3427,-32.683
"17331","Hyalomma truncatum",23.7285,-32.6311
"17332","Hyalomma truncatum",24.5939,-32.8574
"17333","Hyalomma truncatum",24.8561,-33.0605
"17334","Hyalomma truncatum",24.6684,-32.1414
"17335","Hyalomma truncatum",24.9902,-32.0464
"17336","Hyalomma truncatum",25.0828,-32.3087
"17337","Hyalomma truncatum",24.9898,-32.4419
"17338","Hyalomma truncatum",25.1297,-32.4024
"17339","Hyalomma truncatum",25.2118,-32.457
"17340","Hyalomma truncatum",25.2428,-32.5452
"17341","Hyalomma truncatum",25.2586,-32.6426
"17342","Hyalomma truncatum",25.2121,-32.7297
"17343","Hyalomma truncatum",24.9509,-32.6486
"17344","Hyalomma truncatum",24.8603,-32.5599
"17345","Hyalomma truncatum",25.2145,-32.8453
"17346","Hyalomma truncatum",25.3347,-33.0308
"17347","Hyalomma truncatum",25.7044,-32.9966
"17348","Hyalomma truncatum",25.7284,-32.8085
"17349","Hyalomma truncatum",25.3854,-32.5885
"17350","Hyalomma truncatum",25.2133,-32.4507
"17351","Hyalomma truncatum",25.84,-33.049
"17352","Hyalomma truncatum",25.8308,-33.3844
"17353","Hyalomma truncatum",25.4944,-33.4331
"17354","Hyalomma truncatum",24.4885,-33.4935
"17355","Hyalomma truncatum",24.8194,-33.5404
"17356","Hyalomma truncatum",24.907,-33.8807
"17357","Hyalomma truncatum",25.1301,-33.8498
"17358","Hyalomma truncatum",26.028,-33.1577
"17359","Hyalomma truncatum",25.8644,-33.6103
"17360","Hyalomma truncatum",26.108,-33.4838
"17361","Hyalomma truncatum",26.1154,-33.3554
"17362","Hyalomma truncatum",26.3785,-33.4681
"17363","Hyalomma truncatum",26.4849,-33.3777
"17364","Hyalomma truncatum",26.386,-33.2316
"17365","Hyalomma truncatum",26.4707,-33.179
"17366","Hyalomma truncatum",26.5186,-33.0597
"17367","Hyalomma truncatum",26.5249,-32.8611
"17368","Hyalomma truncatum",26.2479,-32.5921
"17369","Hyalomma truncatum",26.0515,-32.5852
"17370","Hyalomma truncatum",26.0937,-32.1679
"17371","Hyalomma truncatum",25.9221,-31.7859
"17372","Hyalomma truncatum",25.9979,-31.7072
"17373","Hyalomma truncatum",24.0319,-28.7318
"17374","Hyalomma truncatum",23.9762,-28.8794
"17375","Hyalomma truncatum",24.1987,-28.7938
"17376","Hyalomma truncatum",24.6269,-28.5298
